0.836,0.912,0.77,0.164,0.836,0.37,0.875,0.797,0.197,0.195,0.066,0.074,0.71,0.166,1.0,1
0.815,0.754,0.448,0.122,0.815,0.691,0.744,0.732,0.796,0.698,0.244,0.411,0.281,0.314,0.924,3
0.637,0.685,0.604,0.143,0.637,0.35,0.662,0.612,0.089,0.111,0.237,0.366,0.288,0.151,0.892,2
0.212,0.234,0.182,0.114,0.213,0.464,0.222,0.338,0.003,0.018,0.26,0.322,0.423,0.338,0.706,3
0.412,0.367,0.394,0.056,0.412,0.354,0.384,0.444,0.015,0.118,0.087,0.132,0.684,0.336,0.928,2
0.741,0.652,0.588,0.076,0.741,0.489,0.674,0.591,0.089,0.097,0.104,0.166,0.449,0.149,0.955,1
0.598,0.5,0.417,0.065,0.598,0.553,0.523,0.529,0.055,0.215,0.104,0.112,0.699,0.256,0.941,1
0.582,0.621,0.532,0.14,0.584,0.366,0.6,0.556,0.173,0.162,0.239,0.353,0.323,0.237,0.87,2
0.645,0.694,0.632,0.131,0.645,0.298,0.673,0.619,0.183,0.143,0.125,0.164,0.581,0.256,0.95,1
0.663,0.708,0.797,0.111,0.664,0.116,0.703,0.564,0.184,0.114,0.063,0.089,0.612,0.145,0.972,1
0.423,0.533,0.472,0.196,0.434,0.285,0.493,0.392,0.003,0.039,0.197,0.319,0.278,0.121,0.811,2
0.527,0.496,0.49,0.112,0.527,0.387,0.506,0.505,0.032,0.119,0.026,0.085,0.52,0.225,0.985,1
0.257,0.271,0.183,0.108,0.257,0.589,0.258,0.197,0.0,0.0,0.151,0.27,0.347,0.15,0.665,2
0.519,0.39,0.436,0.023,0.519,0.511,0.435,0.448,0.025,0.103,0.109,0.217,0.345,0.16,0.912,2
0.8,0.872,0.897,0.171,0.812,0.189,0.852,0.806,0.287,0.285,0.238,0.388,0.257,0.231,0.942,2
0.458,0.334,0.233,0.05,0.458,0.611,0.363,0.486,0.007,0.049,0.165,0.258,0.455,0.335,0.888,3
0.648,0.728,0.722,0.16,0.649,0.201,0.703,0.58,0.168,0.122,0.111,0.16,0.551,0.141,0.949,1
0.556,0.576,0.5,0.147,0.56,0.449,0.563,0.487,0.016,0.123,0.248,0.34,0.312,0.109,0.831,2
0.517,0.386,0.288,0.076,0.516,0.749,0.417,0.374,0.012,0.138,0.319,0.486,0.128,0.079,0.686,2
0.636,0.458,0.358,0.056,0.636,0.774,0.504,0.591,0.038,0.157,0.238,0.348,0.279,0.178,0.885,3
0.347,0.405,0.357,0.133,0.347,0.34,0.382,0.321,0.0,0.008,0.116,0.23,0.368,0.154,0.842,2
0.377,0.376,0.415,0.07,0.377,0.248,0.38,0.411,0.006,0.058,0.145,0.237,0.464,0.22,0.868,2
0.475,0.442,0.411,0.077,0.475,0.434,0.449,0.458,0.018,0.119,0.135,0.23,0.402,0.189,0.897,2
